No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TIA024500A,TIA024501A,TIA024502A,TIA024503A,VIA024502X
213,-2.3,83.61,97.44,0.61,6.55,196288.7,42.8,71.23,55.01,69.32,52.11,41.73
214,-0.9,86.24,97.3,0.61,6.55,203328.1,38.45,71.52,55.19,69.51,52.55,40.59
215,0.61,86.13,97.12,0.61,6.54,198452.3,40.77,71.59,55.66,68.81,53.21,40.4
216,1.39,83.28,97.09,0.61,7.4,196726.3,38.01,71.34,55.74,70.06,52.73,42.87
217,1.73,85.55,97.12,0.61,6.45,194877.4,37.99,71.48,55.77,70.39,52.92,41.16
218,1.94,83.79,97.03,0.61,6.5,194108.8,42.55,71.48,55.66,70.53,52.7,37.54
219,1.08,86.35,97.06,0.61,6.55,196667,37.04,71.67,55.85,70.2,53.03,41.35
220,0.85,85.55,97.12,0.61,6.47,195331.2,37.11,71.63,55.77,70.2,52.99,39.63
221,0.47,86.57,97.21,0.61,6.53,195484.2,36.6,71.7,55.85,70.31,53.06,40.59
222,0.57,86.43,97.24,0.61,6.75,193984.5,36.04,71.52,55.85,70.24,53.06,40.97
223,-0.15,85.47,97.32,0.61,6.6,197356.2,35.79,71.78,55.59,70.28,52.99,40.21
224,0.02,85.91,97.32,0.61,6.68,194411.6,36.04,71.67,55.59,69.98,52.92,40.01
225,-0.25,86.76,97.3,0.61,7.28,194997.9,35.67,71.59,55.66,69.87,52.99,38.49
226,-0.56,86.43,97.3,0.61,6.63,195790.7,36.13,71.67,55.66,70.09,52.88,39.06
227,-0.59,86.24,97.27,0.61,6.68,198483.5,36.08,71.56,55.66,70.02,52.81,39.63
228,-0.86,86.5,97.24,0.61,6.72,197467.4,36.48,71.67,55.63,70.02,52.81,39.44
229,-1,86.46,97.24,0.61,6.72,194990.6,37.11,71.74,55.55,70.09,52.81,42.49
230,-1,85.84,97.24,0.61,6.7,198570,37.11,71.63,55.55,69.76,52.92,38.3
231,-2.68,85.4,97.24,0.61,6.9,198241.3,37.09,71.41,55.55,69.98,52.77,42.11
232,-3.56,86.02,97.27,0.61,6.86,195568,36.48,71.59,55.55,69.84,52.81,40.78
233,-3.43,85.99,97.27,0.61,6.95,194174,35.86,71.59,55.59,69.8,52.73,41.54
234,-3.8,85.18,97.35,0.61,6.88,197298.2,36.01,71.56,55.33,69.65,52.77,39.63
235,-2.74,85.91,97.35,0.61,6.59,195564.4,35.96,71.63,55.37,69.91,52.66,42.49
236,-0.22,86.02,97.44,0.61,6.59,203303.1,35.96,71.52,55.59,69.87,52.73,38.68
237,0.09,86.17,97.53,0.61,6.58,195250.4,36.01,71.63,55.66,69.98,52.81,38.87
238,0.5,86.65,97.56,0.61,6.86,197488.9,36.01,71.59,55.81,70.2,53.03,38.49
239,0.57,87.05,97.59,0.61,6.67,197316.3,35.67,71.78,55.96,70.2,53.36,40.4
240,1.02,87.12,97.59,0.61,6.63,197773.1,36.01,71.85,55.99,70.31,53.21,40.4
241,1.49,87.09,97.53,0.61,6.58,208573.1,36.04,71.74,56.18,70.31,53.21,38.11
242,1.87,86.83,97.41,0.61,6.53,196018.5,36.08,71.92,56.03,70.39,53.39,37.92
243,2.18,86.87,97.3,0.61,6.72,196193.7,36.55,71.81,56.18,70.53,53.43,39.63
244,2.69,86.43,97.24,0.61,6.62,196739.6,37.79,71.7,56.1,70.53,53.5,38.68
245,3.07,87.01,97.15,0.61,6.66,195449.2,37.74,71.78,56.1,70.57,53.47,40.01
246,3.2,86.87,97.12,0.61,6.7,200103,38.72,71.89,56.1,70.86,53.43,37.54
247,3.14,87.27,97.09,0.61,6.75,195105.2,41.99,71.96,56.14,70.97,53.43,37.16
248,1.97,87.89,97.15,0.61,6.63,195274.5,37.38,71.92,56.1,70.61,53.43,44.02
249,1.97,87.31,97.18,0.61,6.53,198588.4,37.01,71.85,56.07,70.64,53.36,38.3
250,1.26,87.45,97.27,0.61,6.72,202447.3,37.62,71.74,55.99,70.72,53.32,41.35
251,1.08,86.94,97.27,0.62,6.73,197643.3,38.75,71.74,55.99,70.53,53.28,39.06
252,1.08,87.27,97.18,0.61,7.08,199830.8,40.43,71.74,55.96,70.83,53.17,38.68
253,0.26,87.09,97.24,0.61,6.78,199902.6,37.48,71.67,55.92,70.35,53.25,39.82
254,-0.11,87.12,97.3,0.62,6.84,202204.1,38.57,71.74,55.81,70.42,53.21,40.97
255,0.02,86.68,97.21,0.61,6.73,199162.9,38.6,71.74,55.96,70.39,53.06,40.59
256,0.09,86.46,97.15,0.62,6.9,199433.2,39.23,71.59,55.81,70.46,52.99,38.87
257,-1.62,84.74,97.15,0.61,6.65,197515.5,42.75,71.41,55.74,70.5,52.81,39.63
258,-2.23,85.84,97.06,0.61,6.74,197197.8,37.21,71.52,55.81,70.09,53.03,40.4
259,-2.61,86.32,97.09,0.61,6.75,197773.4,36.77,71.67,55.7,70.02,53.1,41.92
260,-3.22,86.24,97.03,0.61,6.83,198119.2,36.52,71.56,55.59,69.98,53.03,41.16
261,-3.77,85.99,97.06,0.61,7.39,200896.7,36.65,71.56,55.66,70.09,53.1,40.4
262,-3.15,85.44,96.94,0.61,6.69,197787.8,41.24,71.52,55.55,70.24,52.66,41.16
263,-4.01,85.99,96.97,0.61,6.63,198952.6,36.55,71.59,55.59,69.95,52.92,40.21
264,-4.28,85.8,97,0.61,6.62,197364.7,36.5,71.52,55.59,70.06,52.99,39.44
265,-4.69,85.22,97.09,0.61,6.8,194430.5,36.5,71.45,55.52,69.8,52.73,40.78
266,-4.73,85.47,97.06,0.61,6.59,198546.5,36.01,71.48,55.41,69.76,52.88,40.01
267,-4.59,83.97,97.15,0.61,6.76,196320.5,39.99,71.38,55.44,70.02,52.48,37.73
268,-4.18,85.44,97.18,0.61,6.88,199319.8,35.94,71.45,55.44,69.51,52.81,38.68
269,-3.12,85.51,97.09,0.61,6.92,194259.5,36.67,71.48,55.48,69.76,52.66,38.49
270,-2.06,85.55,96.94,0.61,6.95,197779.4,36.65,71.52,55.55,69.91,52.73,37.73
271,0.02,86.35,96.83,0.61,6.82,197060,37.16,71.7,55.66,70.06,52.92,36.97
272,1.22,86.21,96.74,0.61,6.96,196220.9,39.36,71.67,55.77,70.53,52.99,37.35
273,1.77,87.27,96.68,0.61,6.92,195105.2,38.21,71.78,55.99,70.31,53.36,37.54
274,2.49,87.27,96.62,0.61,7.07,195398.3,38.09,71.81,56.14,70.46,53.5,37.35
275,2.42,87.38,96.62,0.61,6.84,195435.8,38.09,71.96,56.21,70.46,53.5,36.39
276,2.14,86.5,96.62,0.61,6.99,201815.6,38.57,71.78,56.18,70.72,53.5,37.35
277,1.94,85.73,96.65,0.61,6.89,197469.9,43.38,71.67,56.18,70.94,53.25,37.35
278,1.87,88.07,96.71,0.61,6.98,197589.5,38.89,71.78,56.18,70.72,53.5,39.63
279,2.18,87.27,96.77,0.61,6.86,197160.8,38.57,71.78,56.29,70.57,53.47,38.87
280,2.96,86.76,96.8,0.61,6.75,198941,39.14,71.85,56.25,70.61,53.43,37.35
281,1.63,87.05,96.83,0.61,6.81,197915.9,38.6,71.92,56.29,70.83,53.58,39.82
282,1.46,85.91,96.89,0.61,6.81,198108.6,43.31,71.85,56.21,71.34,53.21,38.3
283,3.31,88.22,96.89,0.61,7.21,197985.7,38.09,71.96,56.21,70.97,53.39,37.35
284,3.78,88.18,96.86,0.61,6.75,198259.9,39.14,71.96,56.14,71.27,53.54,36.97
285,6.04,88.4,96.83,0.61,6.78,199870.6,39.11,72,56.54,71.45,53.72,36.78
286,6.59,88.33,96.83,0.61,7.01,195095,39.14,72.25,56.54,71.59,53.87,36.01
287,6.07,86.28,96.8,0.61,7.04,196115.1,44.65,72.03,56.58,72.07,53.65,36.39
288,6.25,89.06,96.86,0.61,7.17,200579.3,38.55,71.63,55.7,70.68,52.66,38.49
289,0.5,89.03,96.89,0.61,7.05,196515.2,37.4,71.78,55.63,70.57,52.73,42.11
290,-0.45,88.59,96.86,0.61,7.03,197443.5,37.43,71.52,55.3,70.02,52.37,40.97
291,0.78,88.4,96.86,0.61,7.09,196199.6,38.09,71.67,55.3,70.06,52.41,38.3
292,4.47,88.33,96.89,0.61,7.07,196702,38.33,71.59,55.41,70.31,52.37,36.97
293,4.88,88.48,96.89,0.61,6.82,197714.3,37.99,71.67,55.33,70.17,52.37,40.21
294,5.46,87.96,96.94,0.61,6.75,199619,39.28,71.7,55.44,70.39,52.48,35.82
295,5.87,88.77,96.97,0.61,6.92,202778.4,39.26,71.63,55.44,70.24,52.37,36.2
296,6.62,87.12,97.03,0.61,7.05,195597.3,40.7,71.27,55.3,70.28,52.26,34.11
297,7.17,89.03,97.03,0.61,7.25,197249.9,38.79,71.56,55.3,70.39,52.33,38.3
298,7.99,87.67,96.97,0.61,6.86,196742,39.72,71.48,55.48,70.35,52.26,37.35
299,8.06,87.96,96.89,0.61,6.73,198942,41.06,71.45,55.48,70.68,52.41,36.97
300,8.67,89.25,96.68,0.61,7.09,205477.7,41.14,71.67,55.44,70.79,52.48,35.25
301,9.97,88.73,96.62,0.61,7.02,196697.4,41.14,71.78,55.59,70.83,52.48,36.97
302,10.42,89.91,96.59,0.61,6.95,197336,40.43,71.67,55.3,70.53,52.55,37.73
303,10.69,88.59,96.59,0.61,7.02,197750.6,41.06,71.59,55.74,70.79,52.7,37.54
304,10.52,88.33,96.5,0.61,6.94,196523.2,41.65,71.63,55.66,70.94,52.73,36.2
305,10.38,87.85,96.56,0.61,7.13,200947.7,41.72,71.52,55.7,70.83,52.66,36.01
306,9.22,88.33,96.59,0.61,6.75,197217.8,41.77,71.34,55.7,70.57,52.63,38.3
307,9.29,89.32,96.68,0.61,6.84,192935.9,39.45,71.52,55.81,70.72,53.03,39.44
308,9.73,89.1,96.68,0.61,6.9,195877.3,39.45,71.59,55.74,70.79,53.06,37.54
309,9.83,89.06,96.68,0.61,6.92,197348.4,40.04,71.48,55.88,70.97,53.06,38.49
310,9.56,87.89,96.68,0.61,6.99,202239.4,40.04,71.34,55.3,70.39,52.26,36.59
311,9.29,86.43,96.65,0.61,6.69,196008.8,41.28,71.16,54.86,70.31,51.86,44.59
312,9.6,87.38,96.68,0.61,6.75,194732.3,38.92,71.3,55.01,69.98,52.04,42.3
313,9.46,86.43,96.65,0.61,6.72,195142.3,39.99,71.63,56.03,70.9,53.32,43.06
314,9.29,85.99,96.62,0.61,6.9,199278.4,40.11,71.59,55.96,71.05,53.43,41.54
315,9.08,85.44,96.59,0.61,6.67,204706.2,41.77,71.3,55.12,70.35,52.04,36.2
316,9.46,85.73,96.56,0.61,6.74,195694.2,41.75,71.41,55.19,70.64,52.26,37.16
317,9.6,86.57,96.62,0.61,6.93,198882.9,38.97,71.3,55.33,70.5,52.55,37.73
318,8.95,86.54,96.59,0.61,6.79,198483.9,40.5,71.34,55.41,70.53,52.52,36.2
319,9.36,86.43,96.59,0.61,7.11,203639.8,40.53,71.41,55.37,70.42,52.48,38.3
320,9.29,86.02,96.62,0.61,6.76,201218.6,41.82,71.38,55.44,70.64,52.48,38.49
321,9.46,84.96,96.68,0.61,6.79,196850.5,42.75,71.38,55.48,70.57,52.41,39.06
322,9.49,86.06,96.74,0.62,6.8,196112.4,41.06,71.38,55.48,70.64,52.52,38.68
323,10.04,86.13,96.77,0.61,6.84,196892,39.4,71.41,55.41,70.64,52.55,39.82
324,10.14,86.17,96.89,0.61,6.81,200366.4,40.16,71.48,55.48,70.57,52.37,39.06
325,11.17,86.43,96.91,0.61,6.91,204096.4,41.24,71.59,55.52,70.83,52.48,37.92
326,11.65,85.36,96.94,0.61,6.95,194385.1,41.19,71.38,55.48,70.79,52.44,38.49
327,12.02,86.35,96.83,0.61,7.19,196870,39.99,71.34,55.48,70.68,52.55,36.97
328,12.19,85.66,96.74,0.61,7.48,196980.5,40.02,71.45,55.66,70.72,52.73,36.78
329,12.57,86.21,96.59,0.61,6.92,198840,39.87,71.52,55.7,70.72,52.73,36.97
330,12.88,86.87,96.48,0.61,6.99,207917.4,41.14,71.48,55.74,71.08,52.81,41.54
331,12.94,87.31,96.39,0.61,7.06,196147.3,41.06,71.52,55.7,71.05,52.88,36.97
332,13.63,87.56,96.3,0.61,7.15,197603,41.06,71.59,55.81,71.08,52.88,38.68
333,13.29,86.43,96.33,0.61,6.7,195063.7,41.58,71.52,55.92,71.08,52.99,35.44
334,12.81,86.68,96.33,0.61,6.84,199546.4,41.04,71.59,55.92,70.86,52.99,35.63
335,11.37,85.73,96.39,0.61,6.99,201793.5,41.04,71.41,55.7,70.79,52.95,36.78
336,11.54,86.87,96.39,0.61,6.98,196373.1,42.75,71.56,55.74,71.27,52.88,38.68
337,11.78,86.9,96.42,0.61,7.4,194255.8,40.04,71.59,55.81,70.75,52.99,37.16
338,10.38,86.76,96.45,0.61,7.12,196251.2,40.09,71.59,55.59,70.86,52.84,38.87
339,10.76,86.35,96.42,0.61,6.99,200281.8,40.11,71.48,55.81,70.42,52.73,35.82
340,10.62,85.95,96.39,0.61,7.17,200711.9,41.7,71.41,55.63,70.72,52.73,37.54
341,10.07,84.71,96.33,0.61,7.12,194883.8,43.68,71.41,55.59,70.9,52.44,37.92
342,7.34,87.05,96.45,0.61,6.72,197109.7,38.38,71.52,55.66,70.53,52.92,41.35
343,7.95,86.46,96.39,0.61,6.95,197921.2,38.55,71.45,55.41,70.13,52.66,39.06
344,8.26,86.35,96.42,0.61,6.86,198839.3,38.6,71.41,55.37,70.13,52.52,36.78
345,6.66,85.88,96.36,0.61,7.08,196679.2,38.62,71.38,55.26,70.02,52.52,38.68
346,7.31,84.78,96.33,0.61,7.58,197907,43.82,71.3,55.3,70.39,52.19,39.82
347,7.34,85.29,96.3,0.61,6.82,194807.3,39.16,71.34,55.26,70.02,52.22,43.06
348,3.65,84.74,96.27,0.61,6.75,198214.8,39.09,71.19,55.12,69.98,52.19,40.97
349,7.1,84.96,96.27,0.61,6.8,200396.1,39.16,71.34,55.08,69.73,52.22,37.54
350,2.69,84.63,96.18,0.61,6.72,198788.2,41.8,71.19,55.19,69.87,52.11,41.92
351,0.37,83.13,96.36,0.61,6.73,199995.8,42.29,71.08,54.82,69.87,51.71,40.21
352,0.33,84.89,96.42,0.61,6.92,198305.7,37.67,71.27,54.86,69.32,52.08,42.87
353,1.46,83.57,96.42,0.61,6.91,198480.1,38.21,70.97,54.71,69.21,51.75,43.25
354,2.83,83.72,96.45,0.61,7.05,200778.5,38.14,71.12,54.71,69.14,51.64,39.82
355,4.13,84.49,96.42,0.61,7.04,197786.4,39.11,71.12,54.82,69.69,51.86,36.97
356,6.04,83.72,96.27,0.61,6.83,198482.2,43.77,71.19,54.93,70.06,51.78,36.78
357,6.96,84.85,96.18,0.61,6.89,200893.1,39.58,71.16,55.01,69.84,52.3,39.82
358,8.23,85.36,96.09,0.61,7.05,197737.6,40.7,71.41,55.23,70.2,52.3,36.2
359,8.98,85.91,95.98,0.61,7.07,197632.6,40.7,71.56,55.37,70.46,52.44,34.87
360,9.7,86.57,95.89,0.61,6.92,197285.3,41.7,71.38,55.44,70.9,52.55,36.2
361,10.04,86.39,95.92,0.61,7.02,197668.8,40.6,71.56,55.59,70.9,52.73,36.2
362,9.87,86.68,95.89,0.61,7.03,198411.6,40.65,71.56,55.7,70.9,52.95,36.59
363,8.81,86.68,95.89,0.61,6.96,199399,41.16,71.52,55.59,70.97,52.92,37.54
364,8.06,86.17,95.86,0.61,6.81,202674.1,41.19,71.56,55.55,70.83,52.73,36.78
365,7.99,86.39,95.95,0.61,6.84,197862.5,41.72,71.52,55.52,70.86,52.7,40.59
366,7.51,86.13,96.04,0.61,6.84,197373,38.89,71.52,55.33,70.64,52.73,38.11
367,6.86,85.88,96.12,0.61,6.84,199616.8,39.45,71.48,55.59,70.53,52.7,37.73
368,6.96,86.02,96.09,0.61,6.7,198924.2,40.09,71.45,55.41,70.31,52.66,39.06
369,6.76,85.99,96.09,0.61,6.66,201539.6,40.7,71.52,55.44,70.35,52.55,40.59
370,6.45,85.62,96.15,0.61,6.77,199032.3,41.24,71.45,55.41,70.72,52.37,38.49
371,5.53,85.69,96.18,0.61,6.7,202057.4,39.87,71.48,55.41,70.39,52.48,40.4
372,6.01,85.91,96.18,0.61,6.92,199870.8,41.02,71.52,55.44,70.35,52.41,37.54
373,5.15,87.23,96.21,0.61,6.95,205506.7,41.06,71.7,55.66,70.75,52.84,38.49
374,5.94,87.82,96.09,0.61,6.91,204728.3,42.16,71.63,55.99,70.97,53.25,44.21
375,5.77,87.85,96.12,0.61,6.72,197827.1,41.99,71.78,56.32,71.34,53.69,37.73
376,4.88,88.7,96.18,0.61,6.89,198773.6,38.87,71.41,55.37,70.13,52.63,38.68
377,2.9,88.11,96.24,0.61,6.99,196078.5,39.99,71.45,55.44,70.09,52.41,40.59
378,3.99,87.78,96.12,0.61,6.66,198376.7,38.97,71.3,55.33,69.91,52.44,39.25
379,6.42,89.14,96.06,0.61,7.22,206666.2,41.72,71.48,55.48,70.68,52.48,35.25
380,4.74,89.87,96.18,0.61,7.18,198214.5,41.09,71.56,55.44,70.61,52.7,39.82
381,1.56,89.03,96.36,0.61,6.98,203037.3,38.38,71.45,55.33,70.06,52.59,41.16
382,2.93,87.82,96.39,0.61,6.62,198117.6,39.75,71.34,55.3,70.13,52.48,39.25
383,3.31,89.28,96.48,0.61,6.83,200302.6,39.04,71.45,55.33,70.2,52.52,40.21
384,3.96,88.07,96.53,0.61,6.78,203685.9,39.75,71.38,55.41,70.13,52.55,37.73
385,5.9,88.33,96.45,0.61,6.94,200268.6,39.11,71.34,55.55,70.06,52.63,37.16
386,9.63,89.14,96.33,0.61,7.37,192902.9,39.58,71.48,55.7,70.46,52.99,34.49
387,9.19,89.21,96.18,0.61,6.76,195605.8,40.7,71.67,55.85,70.9,52.99,36.59
388,11.13,88.18,96.21,0.61,6.69,199045.5,40.77,71.38,55.52,70.75,52.63,33.92
389,8.98,88.62,96.24,0.61,6.93,198406.1,41.11,71.38,55.08,70.2,52.11,44.59
390,10.62,87.82,96.18,0.61,6.81,203081,41.04,71.34,54.86,70.13,51.97,37.54
391,8.91,87.49,96.39,0.61,6.72,196374.2,39.92,71.27,54.82,69.95,51.78,39.82
392,8.26,86.21,96.39,0.61,6.84,197605.4,40.55,71.23,54.75,69.87,51.49,38.68
393,9.01,86.43,96.45,0.61,6.93,200868,39.94,71.01,54.6,69.8,51.6,40.01
394,9.49,85.99,96.48,0.61,6.79,199151.5,41.65,71.19,54.86,70.17,51.71,40.4
395,9.97,85.73,96.5,0.61,7.37,198019.5,45.02,71.19,54.71,70.06,51.49,36.2
396,9.97,87.12,96.62,0.61,6.6,201695.1,40.11,71.23,54.93,70.02,51.67,39.82
397,9.7,87.12,96.62,0.61,6.72,200398.6,40.7,71.27,54.75,69.95,51.75,38.49
398,9.6,86.02,96.74,0.61,6.78,198532.9,40.67,71.08,54.79,69.87,51.6,37.16
399,5.56,85.77,96.8,0.61,6.65,196481.8,40.7,71.05,54.57,69.8,51.38,39.25
400,8.4,85.18,96.71,0.61,6.55,195793.3,44.78,71.16,54.64,70.13,51.23,35.25
401,7.85,86.24,96.68,0.61,6.67,197116.8,39.06,71.3,54.6,69.58,51.45,37.92
402,8.3,86.57,96.71,0.61,6.68,196409.1,39.11,71.19,54.64,69.65,51.6,38.3
403,8.16,86.46,96.74,0.61,6.79,196391.8,39.14,71.08,54.6,69.65,51.6,42.68
404,8.19,85.8,96.74,0.61,7.42,194423.9,39.11,71.19,54.53,69.47,51.42,39.63
405,6.14,83.72,96.65,0.61,6.5,197794.2,47.36,70.61,54.38,69.69,50.72,36.01
406,6.28,85.8,96.68,0.61,6.55,194217,38.04,71.05,54.35,69.18,51.42,38.68
407,6.21,85.36,96.74,0.61,6.76,198275.9,38.55,71.12,54.35,69.32,51.27,39.63
408,6.04,85.62,96.8,0.61,6.67,200580.2,38.55,71.08,54.27,69.07,51.16,37.35
409,5.94,85.29,96.86,0.61,6.51,198392.2,39.62,71.05,54.16,69.36,51.05,36.39
410,6.31,83.9,96.89,0.61,6.67,194752.4,39.75,70.94,54.16,69.32,50.94,36.39
411,6.83,85.11,96.94,0.61,6.54,193652.4,38.6,70.9,54.27,69.18,51.16,39.44
412,7.75,85.18,97,0.61,6.54,196784.3,38.57,71.05,54.27,69.29,51.16,40.4
413,8.06,85.03,96.89,0.61,6.66,197429.6,39.28,71.01,54.42,69.47,51.31,36.97
414,8.06,85.77,96.8,0.61,6.4,196651.9,39.28,71.05,54.49,69.43,51.34,42.87
415,9.77,85.8,96.74,0.62,6.31,198680.7,38.87,71.05,54.38,69.69,51.27,36.2
416,10.21,86.57,96.56,0.61,6.55,198813.1,38.89,71.19,54.42,69.69,51.42,37.92
417,10.69,83.9,96.53,0.61,6.71,198389.1,42.68,71.16,54.75,69.76,51.45,37.92
418,11.13,85.62,96.48,0.61,6.47,200299.8,42.09,71.27,54.71,70.39,51.53,35.63
419,11.27,86.24,96.48,0.61,6.68,200203.3,41.06,71.27,54.79,70.2,51.6,34.68
420,11.03,86.83,96.59,0.61,6.75,198066,38.45,71.3,54.75,70.02,51.6,35.63
421,9.9,86.43,96.65,0.61,6.57,196882.3,39.55,71.3,54.9,70.13,51.75,38.11
422,9.36,86.94,96.59,0.61,6.61,194904.8,39.04,71.27,54.93,70.02,51.78,38.49
423,9.77,86.83,96.68,0.61,6.55,200973,40.06,71.3,54.79,70.17,51.78,38.87
424,9.8,86.94,96.68,0.61,6.46,195683.8,39.58,71.19,54.82,70.17,51.67,37.54
425,9.7,87.09,96.71,0.61,6.47,197560.5,38.53,71.3,54.86,70.02,51.78,37.54
426,9.87,87.2,96.74,0.61,6.49,200854.6,39.04,71.23,54.79,70.09,51.67,37.92
427,9.53,86.9,96.74,0.61,6.4,201454.8,39.01,71.23,54.71,69.98,51.82,36.78
428,9.56,86.98,96.71,0.61,6.47,199178.2,39.75,71.16,54.82,69.98,51.93,36.97
429,9.9,86.94,96.68,0.61,6.51,200301,39.58,71.12,54.82,69.95,51.75,36.01
430,5.49,86.5,96.68,0.61,6.72,198998.5,38.38,71.19,54.68,69.69,51.64,39.44
431,4.23,85.99,96.68,0.61,6.48,201500.2,38.89,71.23,54.57,69.69,51.45,39.06
432,3.34,85.14,96.71,0.61,6.49,200159.8,38.5,71.01,54.38,69.21,51.12,39.06
433,3.2,84.38,96.62,0.61,6.47,204820.4,39.09,70.9,54.13,69.1,51.09,39.25
434,2.52,84.34,96.65,0.61,6.53,198571.3,39.04,70.9,54.05,69.1,50.87,40.4
435,2.49,85,96.62,0.61,6.66,196327.9,37.38,70.9,54.16,68.81,50.87,40.97
436,2.18,84.23,96.65,0.61,6.68,195582.9,38.09,70.83,54.05,68.7,50.83,40.21
437,0.33,83.53,96.62,0.61,6.6,199874.6,38.04,70.68,53.94,68.56,50.68,44.02
438,-0.73,83.24,96.65,0.61,6.71,198332,38.75,70.79,53.83,68.52,50.65,42.11
439,0.16,83.9,96.65,0.61,6.64,199435.7,37.67,70.79,54.02,68.41,50.83,38.11
440,1.08,86.06,96.8,0.61,6.38,198932.2,36.45,71.12,54.53,69.03,51.53,40.59
441,2.38,86.98,96.74,0.61,6.54,199239.9,37.62,71.16,54.86,69.4,51.86,38.3
442,4.4,87.96,96.56,0.61,6.43,194703.7,38.11,71.27,55.04,69.73,52.11,37.73
443,6.31,87.85,96.48,0.61,6.55,195079.7,38.62,71.38,55.44,69.98,52.44,35.44
444,7.1,88.73,96.36,0.61,6.87,193391.6,38.57,71.56,55.55,70.13,52.77,39.82
445,8.16,87.01,96.27,0.61,6.52,195110.9,37.92,71.27,55.04,69.58,52.19,38.68
446,9.42,87.56,96.18,0.61,6.54,196846.6,38.62,71.34,54.9,69.98,52,37.16
447,10.28,87.38,96.12,0.61,6.69,199493.6,39.04,71.27,54.86,69.87,51.86,40.59
448,9.8,86.5,96.09,0.61,6.48,191859.5,40.16,71.12,55.04,69.91,51.86,36.97
449,8.81,84.96,96.04,0.61,6.52,193616.7,43.65,71.05,54.97,70.13,51.56,37.73
450,7.92,86.94,96.12,0.61,6.41,196169.4,36.94,71.23,54.79,69.65,51.86,38.3
451,7.37,86.32,96.12,0.61,6.6,195460.6,38.18,71.16,54.6,69.62,51.6,40.01
452,6.93,85.8,96.18,0.61,6.55,194831.6,37.77,71.08,54.64,69.51,51.53,38.87
453,7.03,86.24,96.15,0.61,7.03,192582.3,37.65,71.08,54.68,69.47,51.53,38.49
454,6.04,84.67,96.15,0.61,6.21,195285.4,41.31,70.9,54.49,69.51,51.16,36.01
455,5.63,85.66,96.24,0.61,6.61,193849.2,36.69,71.08,54.31,68.99,51.34,40.21
456,4.5,84.85,96.24,0.61,6.57,199664.1,36.72,70.94,54.24,68.77,51.23,37.73
457,3.27,85.55,96.21,0.61,6.63,193324.3,36.08,70.97,54.31,68.85,51.23,39.25
458,2.42,85.84,96.21,0.61,6.7,197190.4,37.13,70.94,54.38,69.1,51.42,49.35
459,1.08,84.71,96.15,0.61,6.2,198457.3,42.24,71.05,54.6,69.51,51.6,38.68
460,1.29,86.98,96.24,0.61,6.4,195447.7,38.16,71.16,54.86,69.62,51.86,41.54
461,0.37,87.27,96.24,0.61,6.66,194246.1,38.6,71.23,54.93,69.54,52.15,43.83
462,0.4,87.78,96.21,0.61,7.29,199473.3,38.01,71.45,55.12,69.62,52.15,39.25
463,0.02,85.73,96.18,0.61,6.39,198464.2,38.6,71.01,54.93,69.43,51.93,43.64
464,0.02,86.68,96.12,0.62,6.82,200227.9,38.57,71.27,54.93,69.69,52,44.21
465,-0.28,87.71,96.24,0.61,6.61,195511.5,37.67,71.19,55.15,69.65,52.22,45.92
466,-0.08,87.63,96.18,0.61,6.43,194877.8,37.62,71.3,55.08,69.58,52.3,40.97
467,-1.07,87.2,96.33,0.61,6.62,197637.6,37.7,71.3,55.04,69.62,52.11,39.63
468,-0.22,86.87,96.36,0.61,6.52,194735.5,36.55,71.05,55.08,69.32,52.19,37.92
469,-0.01,87.82,96.39,0.61,6.7,195111.3,36.04,71.23,55.08,69.18,52.11,39.25
470,0.57,88.04,96.39,0.61,6.51,197895.4,36.06,71.23,55.15,69.47,52.26,38.68
471,1.36,86.43,96.3,0.61,6.83,194008.4,37.21,71.12,54.97,69.1,52.22,37.35
472,2.35,87.82,96.18,0.61,6.45,196467.8,38.16,71.19,55.26,69.43,52.26,40.4
473,3.41,88.11,96.04,0.61,6.31,194406.5,37.99,71.38,55.33,69.62,52.52,37.16
474,4.47,88.81,95.95,0.61,6.77,195994.7,36.87,71.45,55.3,69.8,52.66,37.16
475,5.43,88.55,95.89,0.61,6.49,194988,38.09,71.48,55.44,69.98,52.73,35.63
476,6.62,89.03,95.89,0.61,6.67,196607.2,38.01,71.56,55.41,70.42,52.84,38.87
477,6.86,88.81,95.86,0.61,6.43,192227.4,39.14,71.3,55.44,70.53,52.81,39.63
478,6.07,89.36,95.77,0.61,6.75,194856.2,39.75,71.63,55.74,70.57,52.99,38.87
479,5.73,89.28,95.92,0.61,6.74,197620.6,37.31,71.56,55.59,70.64,53.06,44.59
480,5.43,89.61,96.04,0.61,6.78,196262.9,38.67,71.67,55.74,70.64,52.92,38.87
481,5.25,89.36,96.12,0.61,6.51,196627.1,38.04,71.63,55.77,70.57,53.03,39.06
482,5.43,87.49,96.12,0.61,6.62,198340.7,40.28,71.38,55.66,69.98,52.77,39.25
483,5.25,88.62,96.09,0.61,6.77,196445.1,38.55,71.38,55.7,70.2,52.95,38.87
484,4.91,89.39,96.12,0.61,6.87,195618,36.5,71.59,55.55,69.98,53.06,40.21
485,4.84,89.03,96.09,0.61,6.67,193221.1,37.67,71.48,55.7,70.17,53.1,44.97
